HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.choice,Approve,Reject
3TC2K6WK9HA4NOPNNGAMSGTPLF982N,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3B2X28YI3YNEU64P3WB1YEVQ704B6C,ATIGCUKIPNWG0,Approved,Tue Aug 14 18:47:29 PDT 2018,Tue Aug 14 18:47:36 PDT 2018,Fri Aug 17 18:47:36 PDT 2018,Tue Aug 14 19:40:13 PDT 2018,,,7,100% (12/12),100% (12/12),100% (12/12),liveaXNpX:liveetqUy.png,optionA,,
3TC2K6WK9HA4NOPNNGAMSGTPLF982N,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3C8HJ7UOP92C17SXWQYL9SZFO34ZMF,A1MFIHM9FO2YT0,Approved,Tue Aug 14 18:48:02 PDT 2018,Tue Aug 14 18:48:18 PDT 2018,Fri Aug 17 18:48:18 PDT 2018,Tue Aug 14 19:40:13 PDT 2018,,,16,100% (3/3),100% (3/3),100% (3/3),liveaXNpX:liveetqUy.png,optionA,,
3TC2K6WK9HA4NOPNNGAMSGTPLF982N,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3IO1LGZLKB5VS86I0KRR7C5PZUJ688,A3H1T1L00N0LO8,Approved,Tue Aug 14 18:48:04 PDT 2018,Tue Aug 14 18:48:19 PDT 2018,Fri Aug 17 18:48:19 PDT 2018,Tue Aug 14 19:40:13 PDT 2018,,,15,100% (4/4),100% (4/4),100% (4/4),liveaXNpX:liveetqUy.png,optionA,,
3TC2K6WK9HA4NOPNNGAMSGTPLF982N,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3LPW2N6LKVAX71DHY4IRBY9E0Q05U7,A2B1YSMEHN1G2K,Approved,Tue Aug 14 18:47:30 PDT 2018,Tue Aug 14 18:49:13 PDT 2018,Fri Aug 17 18:49:13 PDT 2018,Tue Aug 14 19:40:13 PDT 2018,,,103,100% (14/14),100% (14/14),100% (14/14),liveaXNpX:liveetqUy.png,optionA,,
3TC2K6WK9HA4NOPNNGAMSGTPLF982N,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3MD9PLUKKKMIJPDX8RDLM7OFTTEZNF,A1CZP14HAXK16S,Approved,Tue Aug 14 18:48:02 PDT 2018,Tue Aug 14 18:48:14 PDT 2018,Fri Aug 17 18:48:14 PDT 2018,Tue Aug 14 19:40:14 PDT 2018,,,12,100% (3/3),100% (3/3),100% (3/3),liveaXNpX:liveetqUy.png,optionA,,
3TC2K6WK9HA4NOPNNGAMSGTPLF982N,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3R9WASFE21O6VX0GA3U8E2F6R2SZF8,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:47:47 PDT 2018,Tue Aug 14 18:47:49 PDT 2018,Fri Aug 17 18:47:49 PDT 2018,Tue Aug 14 19:40:14 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),liveaXNpX:liveetqUy.png,optionA,,
3TC2K6WK9HA4NOPNNGAMSGTPLF982N,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3U84XHCDIELWXH3RQMYPNYIF2CK4ZQ,ATV47Z6T02GHA,Approved,Tue Aug 14 18:47:57 PDT 2018,Tue Aug 14 18:48:05 PDT 2018,Fri Aug 17 18:48:05 PDT 2018,Tue Aug 14 19:40:14 PDT 2018,,,8,100% (25/25),100% (25/25),100% (25/25),liveaXNpX:liveetqUy.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,34Q075JO1ZLI3X0IZA2VJ18Q8LR10I,A2B1YSMEHN1G2K,Approved,Tue Aug 14 18:46:18 PDT 2018,Tue Aug 14 18:47:30 PDT 2018,Fri Aug 17 18:47:30 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,72,100% (14/14),100% (14/14),100% (14/14),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,34X6J5FLPV6DM7LL6X2G27VUF6PJQ2,A30BPQ2QGZOXN8,Approved,Tue Aug 14 18:48:29 PDT 2018,Tue Aug 14 18:48:34 PDT 2018,Fri Aug 17 18:48:34 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,5,100% (14/14),100% (14/14),100% (14/14),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3KB8R4ZV1GFGRZTVF9KNA58F1E7BGE,A3UM3RQRAL4DP5,Approved,Tue Aug 14 18:47:59 PDT 2018,Tue Aug 14 18:48:07 PDT 2018,Fri Aug 17 18:48:07 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,8,100% (10/10),100% (10/10),100% (10/10),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3MH9DQ757YKVNY21F01IFV03QZDUGD,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:48:08 PDT 2018,Tue Aug 14 18:48:12 PDT 2018,Fri Aug 17 18:48:12 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,4,100% (31/31),100% (31/31),100% (31/31),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3QHK8ZVMIOQWDR7WQ0H3NXDNXVTBLK,A1C6BNLZXBOMT7,Approved,Tue Aug 14 18:48:11 PDT 2018,Tue Aug 14 19:26:07 PDT 2018,Fri Aug 17 19:26:07 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,2276,100% (7/7),100% (7/7),100% (7/7),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3S06PH7KSTCC2H1CBMQQY8S92A01DB,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:17 PDT 2018,Tue Aug 14 18:49:17 PDT 2018,Fri Aug 17 18:49:17 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,120,100% (34/34),100% (34/34),100% (34/34),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3SLE99ER0PLGIGO0518CVCOLC41BZ3,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:48:30 PDT 2018,Tue Aug 14 18:48:32 PDT 2018,Fri Aug 17 18:48:32 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3VSOLARPKDHW9U2AMAZ705OG99Z93U,A3FZXJCTN0NZWJ,Approved,Tue Aug 14 18:48:19 PDT 2018,Tue Aug 14 18:48:23 PDT 2018,Fri Aug 17 18:48:23 PDT 2018,Tue Aug 14 19:40:31 PDT 2018,,,4,100% (17/17),100% (17/17),100% (17/17),liveMAA9l:livedCfIX.png,optionA,,
3UL5XDRDNDRWML8A5ZCKQNW15P085O,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3WJEQKOXAAAE4AY0RCZO87K3H731A9,A1P8K83P1987GB,Approved,Tue Aug 14 18:47:12 PDT 2018,Tue Aug 14 18:47:15 PDT 2018,Fri Aug 17 18:47:15 PDT 2018,Tue Aug 14 19:40:32 PDT 2018,,,3,100% (33/33),100% (33/33),100% (33/33),liveMAA9l:livedCfIX.png,optionA,,
3W9XHF7WGL3I2OL1FKRLJ8B6GSFTKI,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3DH6GAKTY0XCVOHBFTMW3NMMXDIYZ4,A3DIUIYXBJIKQN,Approved,Tue Aug 14 18:47:14 PDT 2018,Tue Aug 14 18:47:17 PDT 2018,Fri Aug 17 18:47:17 PDT 2018,Tue Aug 14 19:39:55 PDT 2018,,,3,100% (22/22),100% (22/22),100% (22/22),liverKKXQ:liveBmTbT.png,optionA,,
3W9XHF7WGL3I2OL1FKRLJ8B6GSFTKI,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3EICBYG64649S6B21F1LI26DBRNJCW,A1X9OTML2CUQBD,Approved,Tue Aug 14 18:47:25 PDT 2018,Tue Aug 14 18:47:29 PDT 2018,Fri Aug 17 18:47:29 PDT 2018,Tue Aug 14 19:39:55 PDT 2018,,,4,100% (19/19),100% (19/19),100% (19/19),liverKKXQ:liveBmTbT.png,optionA,,
3W9XHF7WGL3I2OL1FKRLJ8B6GSFTKI,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3EQHHY4HQU0E2JCMEZTA7J8NRIL5G7,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:48:44 PDT 2018,Tue Aug 14 18:52:00 PDT 2018,Fri Aug 17 18:52:00 PDT 2018,Tue Aug 14 19:39:55 PDT 2018,,,196,100% (34/34),100% (34/34),100% (34/34),liverKKXQ:liveBmTbT.png,optionA,,
3W9XHF7WGL3I2OL1FKRLJ8B6GSFTKI,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3JV9LGBJWVM0ATI4JEP9GP8E8DPOGU,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:46:29 PDT 2018,Tue Aug 14 18:46:34 PDT 2018,Fri Aug 17 18:46:34 PDT 2018,Tue Aug 14 19:39:55 PDT 2018,,,5,100% (31/31),100% (31/31),100% (31/31),liverKKXQ:liveBmTbT.png,optionA,,
3W9XHF7WGL3I2OL1FKRLJ8B6GSFTKI,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3PPTZCWALSS3MMQPOJ52Q1JKY41ZQ2,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:48:06 PDT 2018,Tue Aug 14 18:48:08 PDT 2018,Fri Aug 17 18:48:08 PDT 2018,Tue Aug 14 19:39:56 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),liverKKXQ:liveBmTbT.png,optionA,,
3W9XHF7WGL3I2OL1FKRLJ8B6GSFTKI,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3QBD8R3Z23RKYDPKODN870BBI8GO47,A3B0AB2C9SIHN,Approved,Tue Aug 14 18:45:41 PDT 2018,Tue Aug 14 18:49:47 PDT 2018,Fri Aug 17 18:49:47 PDT 2018,Tue Aug 14 19:39:56 PDT 2018,,,246,30% (3/10),30% (3/10),30% (3/10),liverKKXQ:liveBmTbT.png,optionA,,
3W9XHF7WGL3I2OL1FKRLJ8B6GSFTKI,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3SNLUL3WO6VB9QG2QRYYSN5BMGZLUA,A3FZXJCTN0NZWJ,Approved,Tue Aug 14 18:46:19 PDT 2018,Tue Aug 14 18:46:25 PDT 2018,Fri Aug 17 18:46:25 PDT 2018,Tue Aug 14 19:39:56 PDT 2018,,,6,100% (17/17),100% (17/17),100% (17/17),liverKKXQ:liveBmTbT.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3300DTYQT4P5BRZTSWRP5RI2AYTEQC,A2B1YSMEHN1G2K,Approved,Tue Aug 14 18:48:30 PDT 2018,Tue Aug 14 18:50:36 PDT 2018,Fri Aug 17 18:50:36 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,126,100% (14/14),100% (14/14),100% (14/14),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3B3WTRP3DDA7OC6RIAL2HVJO3VZ29C,A2D7SD76AM3Y9C,Approved,Tue Aug 14 18:48:32 PDT 2018,Tue Aug 14 18:48:39 PDT 2018,Fri Aug 17 18:48:39 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,7,100% (3/3),100% (3/3),100% (3/3),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3IX2EGZR7DRDY80LJCRG7X5ZBSQRJA,A30BPQ2QGZOXN8,Approved,Tue Aug 14 18:47:33 PDT 2018,Tue Aug 14 18:47:37 PDT 2018,Fri Aug 17 18:47:37 PDT 2018,Tue Aug 14 19:40:44 PDT 2018,,,4,100% (14/14),100% (14/14),100% (14/14),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3JBT3HLQFAAIMAPAO6QDQWTAT8FZPB,AIWSB4YTN32GF,Approved,Tue Aug 14 18:48:04 PDT 2018,Tue Aug 14 19:07:46 PDT 2018,Fri Aug 17 19:07:46 PDT 2018,Tue Aug 14 19:40:44 PDT 2018,,,1182,100% (11/11),100% (11/11),100% (11/11),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3M23Y66PO4FDBSLREIXWO35QBOQ6S8,A1YPOIURXB6ESR,Approved,Tue Aug 14 18:48:31 PDT 2018,Tue Aug 14 18:48:34 PDT 2018,Fri Aug 17 18:48:34 PDT 2018,Tue Aug 14 19:40:44 PDT 2018,,,3,100% (15/15),100% (15/15),100% (15/15),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3PH3VY7DJN586JMB0S48IQ16M5IWZ3,A1P8K83P1987GB,Approved,Tue Aug 14 18:48:19 PDT 2018,Tue Aug 14 18:48:21 PDT 2018,Fri Aug 17 18:48:21 PDT 2018,Tue Aug 14 19:40:44 PDT 2018,,,2,100% (33/33),100% (33/33),100% (33/33),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3R08VXYT7E3PM9G5HXCPR687CC5W7B,ATV47Z6T02GHA,Approved,Tue Aug 14 18:47:36 PDT 2018,Tue Aug 14 18:47:41 PDT 2018,Fri Aug 17 18:47:41 PDT 2018,Tue Aug 14 19:40:44 PDT 2018,,,5,100% (25/25),100% (25/25),100% (25/25),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3U84XHCDIELWXH3RQMYPNYIF2CJZ4K,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:25 PDT 2018,Tue Aug 14 18:49:58 PDT 2018,Fri Aug 17 18:49:58 PDT 2018,Tue Aug 14 19:40:44 PDT 2018,,,153,100% (34/34),100% (34/34),100% (34/34),live1R2sq:liveQce5E.png,optionA,,
3YGE63DIN958HFIR6WMEN83W6OS0WA,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3VAR3R6G1R9LHECM0GDLOCRGKUCO8E,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:46:10 PDT 2018,Tue Aug 14 18:46:18 PDT 2018,Fri Aug 17 18:46:18 PDT 2018,Tue Aug 14 19:40:44 PDT 2018,,,8,100% (31/31),100% (31/31),100% (31/31),live1R2sq:liveQce5E.png,optionA,,
3ZQX1VYFTEDIUVESAE8JZTWSMK4O88,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3B3WTRP3DDA7OC6RIAL2HVJO3VZ92J,A3UM3RQRAL4DP5,Approved,Tue Aug 14 18:48:16 PDT 2018,Tue Aug 14 18:48:24 PDT 2018,Fri Aug 17 18:48:24 PDT 2018,Tue Aug 14 19:39:54 PDT 2018,,,8,100% (10/10),100% (10/10),100% (10/10),liveZalZG:live3mmqv.png,optionA,,
3ZQX1VYFTEDIUVESAE8JZTWSMK4O88,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3CCZ6YKWR9RZN9PE0TN0F2M0N5Q59G,A119A8DHXU2PP7,Approved,Tue Aug 14 18:48:12 PDT 2018,Tue Aug 14 18:48:20 PDT 2018,Fri Aug 17 18:48:20 PDT 2018,Tue Aug 14 19:39:54 PDT 2018,,,8,100% (6/6),100% (6/6),100% (6/6),liveZalZG:live3mmqv.png,optionA,,
311HQEI8RTOQTLNG2IRU1R71V41Z7Y,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,30BUDKLTXF3GI5GV843M7GNBE265EQ,A1P8K83P1987GB,Approved,Tue Aug 14 18:48:22 PDT 2018,Tue Aug 14 18:48:27 PDT 2018,Fri Aug 17 18:48:27 PDT 2018,Tue Aug 14 19:40:35 PDT 2018,,,5,100% (33/33),100% (33/33),100% (33/33),livenqXfE:liveiNCVm.png,optionB,,
311HQEI8RTOQTLNG2IRU1R71V41Z7Y,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,34T446B1C2M2Q0AGF7RF0XRHCIIC0J,A2AXM0P5F44DH2,Approved,Tue Aug 14 18:48:33 PDT 2018,Tue Aug 14 18:48:37 PDT 2018,Fri Aug 17 18:48:37 PDT 2018,Tue Aug 14 19:40:35 PDT 2018,,,4,100% (3/3),100% (3/3),100% (3/3),livenqXfE:liveiNCVm.png,optionB,,
311HQEI8RTOQTLNG2IRU1R71V41Z7Y,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,379J5II41QOUKUJG0RJTO5J80S6ELN,A7150GR6HHY5D,Approved,Tue Aug 14 18:48:22 PDT 2018,Tue Aug 14 18:48:42 PDT 2018,Fri Aug 17 18:48:42 PDT 2018,Tue Aug 14 19:40:35 PDT 2018,,,20,100% (6/6),100% (6/6),100% (6/6),livenqXfE:liveiNCVm.png,optionB,,
